,Date,Symbol,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
61706,2016-07-06,AAPL,94.6,95.66,94.37,95.53,30949090.0,0.0,1.0,92.45140581653,93.487330659718,92.226629671311,93.360283273289,30949090.0
62194,2016-07-07,AAPL,95.7,96.5,95.62,95.94,25139558.0,0.0,1.0,93.526422163234,94.30825223356399,93.448239156201,93.760971184333,25139558.0
62682,2016-07-08,AAPL,96.49,96.89,96.05,96.68,28912103.0,0.0,1.0,94.298479357685,94.68939439285,93.868472819004,94.484163999389,28912103.0
63170,2016-07-11,AAPL,96.75,97.65,96.73,96.98,23794945.0,0.0,1.0,94.55257413054301,95.432132959664,94.53302837878401,94.777350275762,23794945.0
63658,2016-07-12,AAPL,97.17,97.7,97.12,97.42,24167463.0,0.0,1.0,94.96303491746599,95.48099733905899,94.91417053807,95.20735681444401,24167463.0
64146,2016-07-13,AAPL,97.41,97.67,96.84,96.87,25892171.0,0.0,1.0,95.197583938565,95.451678711422,94.640530013455,94.66984864109199,25892171.0
64634,2016-07-14,AAPL,97.39,98.99,97.32,98.79,38918997.0,0.0,1.0,95.178038186807,96.741698327467,95.109628055653,96.546240809884,38918997.0
65122,2016-07-15,AAPL,98.92,99.3,98.5,98.78,30136990.0,0.0,1.0,96.673288196313,97.04465747972,96.26282740938998,96.53646793400499,30136990.0
65610,2016-07-18,AAPL,98.7,100.13,98.6,99.83,36493867.0,0.0,1.0,96.45828492697201,97.855806177687,96.360556168181,97.562619901313,36493867.0
66098,2016-07-19,AAPL,99.56,100.0,99.34,99.87,23779924.0,0.0,1.0,97.298752252577,97.72875879125799,97.083748983236,97.60171140483,23779924.0
66586,2016-07-20,AAPL,100.0,100.46,99.735,99.96,26275968.0,0.0,1.0,97.72875879125799,98.178311081698,97.469777580462,97.689667287742,26275968.0
67074,2016-07-21,AAPL,99.83,101.0,99.13,99.43,32702028.0,0.0,1.0,97.562619901313,98.70604637917101,96.878518589774,97.17170486614799,32702028.0
67562,2016-07-22,AAPL,99.26,99.3,98.31,98.66,28313669.0,0.0,1.0,97.005565976203,97.04465747972,96.077142767686,96.41919342345601,28313669.0
68050,2016-07-25,AAPL,98.25,98.84,96.92,97.34,40382921.0,0.0,1.0,96.018505512411,96.59510518928002,94.718713020488,95.12917380741101,40382921.0
68538,2016-07-26,AAPL,96.82,97.97,96.42,96.67,56239822.0,0.0,1.0,94.620984261696,95.744864987796,94.23006922653099,94.47439112351,56239822.0
69026,2016-07-27,AAPL,104.265,104.35,102.75,102.95,92344820.0,0.0,1.0,101.89689035371,101.97995979868,100.41629965802,100.61175717559999,92344820.0
69514,2016-07-28,AAPL,102.83,104.45,102.82,104.34,39869839.0,0.0,1.0,100.49448266504999,102.07768855747,100.48470978917,101.97018692280001,39869839.0
70002,2016-07-29,AAPL,104.19,104.55,103.68,104.21,27733688.0,0.0,1.0,101.82359378461001,102.17541731626,101.32517711478,101.84313953636999,27733688.0
70490,2016-08-01,AAPL,104.41,106.15,104.41,106.05,38167871.0,0.0,1.0,102.03859705395,103.73907745692,102.03859705395,103.64134869813,38167871.0
70978,2016-08-02,AAPL,106.05,106.07,104.0,104.48,33816556.0,0.0,1.0,103.64134869813,103.66089444989001,101.63790914291,102.10700718510999,33816556.0
71466,2016-08-03,AAPL,104.81,105.84,104.77,105.79,30202641.0,0.0,1.0,102.42951208911998,103.43611830466999,102.3904205856,103.38725392527,30202641.0
71954,2016-08-04,AAPL,105.58,106.0,105.28,105.87,27408650.0,0.57,1.0,103.73755157009,104.15022226208,103.44278679010999,104.02249085741998,27408650.0
72442,2016-08-05,AAPL,106.27,107.65,106.18,107.48,40553402.0,0.0,1.0,104.41551056406,105.77142855201001,104.32708113007,105.60439517667999,40553402.0
72930,2016-08-08,AAPL,107.52,108.37,107.16,108.37,28037220.0,0.0,1.0,105.64369714734,106.47886402396999,105.28997941136,106.47886402396999,28037220.0
73418,2016-08-09,AAPL,108.23,108.94,108.01,108.81,26315204.0,0.0,1.0,106.34130712665001,107.03891710594999,106.12514628798999,106.91118570129,26315204.0
73906,2016-08-10,AAPL,108.71,108.9,107.76,108.0,24008505.0,0.0,1.0,106.81293077463002,106.99961513528,105.87950897133001,106.11532079532,24008505.0
74394,2016-08-11,AAPL,108.52,108.93,107.85,107.93,27484506.0,0.0,1.0,106.62624641397,107.02909161328002,105.96793840533,106.04654234666,27484506.0
74882,2016-08-12,AAPL,107.78,108.44,107.78,108.18,18660434.0,0.0,1.0,105.89915995667,106.54764247263999,105.89915995667,106.29217966331998,18660434.0
75370,2016-08-15,AAPL,108.14,109.54,108.08,109.48,25868209.0,0.0,1.0,106.25287769264999,107.62844666592,106.19392473665,107.56949370993,25868209.0
75858,2016-08-16,AAPL,109.63,110.23,109.21,109.38,33794448.0,0.0,1.0,107.71687609991999,108.30640565989,107.30420540794,107.47123878326,33794448.0
76346,2016-08-17,AAPL,109.1,109.37,108.34,109.22,25355976.0,0.0,1.0,107.19612498861,107.46141329059999,106.44938754598,107.31403090059999,25355976.0
76834,2016-08-18,AAPL,109.23,109.6,109.02,109.08,21984703.0,0.0,1.0,107.32385639326999,107.68739962192,107.11752104728001,107.17647400328,21984703.0
77322,2016-08-19,AAPL,108.77,109.69,108.36,109.36,25368072.0,0.0,1.0,106.87188373062,107.77582905591998,106.46903853131,107.45158779793002,25368072.0
77810,2016-08-22,AAPL,108.86,109.1,107.85,108.51,25820230.0,0.0,1.0,106.96031316462,107.19612498861,105.96793840533,106.61642092129999,25820230.0
78298,2016-08-23,AAPL,108.59,109.32,108.53,108.85,21257669.0,0.0,1.0,106.69502486263,107.41228582727,106.63607190663001,106.95048767195,21257669.0
78786,2016-08-24,AAPL,108.565,108.75,107.68,108.03,23675081.0,0.0,1.0,106.67046113097,106.85223274529,105.80090503,106.14479727332,23675081.0
79274,2016-08-25,AAPL,107.39,107.88,106.68,107.57,25086248.0,0.0,1.0,105.51596574268,105.99741488333,104.81835576338001,105.69282461068,25086248.0
79762,2016-08-26,AAPL,107.41,107.95,106.31,106.94,27766291.0,0.0,1.0,105.53561672802,106.06619333199,104.45481253473,105.0738185727,27766291.0
80250,2016-08-29,AAPL,106.62,107.44,106.29,106.82,24970300.0,0.0,1.0,104.75940280738001,105.56509320601,104.43516154940001,104.95591266071,24970300.0
80738,2016-08-30,AAPL,105.8,106.5,105.5,106.0,24863945.0,0.0,1.0,103.95371240875,104.64149689538999,103.65894762875999,104.15022226208,24863945.0
81226,2016-08-31,AAPL,105.66,106.5699,105.64,106.1,29662406.0,0.0,1.0,103.81615551142,104.71017708913,103.79650452609002,104.24847718874001,29662406.0
81714,2016-09-01,AAPL,106.14,106.8,105.62,106.73,26701523.0,0.0,1.0,104.2877791594,104.93626167538,103.77685354076,104.86748322671,26701523.0
82202,2016-09-02,AAPL,107.7,108.0,106.82,107.73,26802450.0,0.0,1.0,105.82055601534,106.11532079532,104.95591266071,105.85003249333,26802450.0
82690,2016-09-06,AAPL,107.9,108.3,107.51,107.7,26880391.0,0.0,1.0,106.01706586866,106.41008557531,105.63387165468001,105.82055601534,26880391.0
83178,2016-09-07,AAPL,107.83,108.76,107.07,108.36,42364328.0,0.0,1.0,105.94828742,106.86205823796,105.20154997736,106.46903853131,42364328.0
83666,2016-09-08,AAPL,107.25,107.27,105.24,105.52,53002026.0,0.0,1.0,105.37840884536,105.39805983069,103.40348481944,103.6785986141,53002026.0
84154,2016-09-09,AAPL,104.64,105.72,103.13,103.13,46556984.0,0.0,1.0,102.81395525946999,103.87510846741999,101.33030586687,101.33030586687,46556984.0
84642,2016-09-12,AAPL,102.65,105.72,102.53,105.44,45292770.0,0.0,1.0,100.85868221889,103.87510846741999,100.74077630689001,103.59999467277001,45292770.0
85130,2016-09-13,AAPL,107.51,108.79,107.24,107.95,62176190.0,0.0,1.0,105.63387165468001,106.89153471596,105.36858335269001,106.06619333199,62176190.0
85618,2016-09-14,AAPL,108.73,113.03,108.6,111.77,112340318.0,0.0,1.0,106.83258175996001,111.05754360643999,106.70485035530001,109.81953153049,112340318.0
86106,2016-09-15,AAPL,113.86,115.73,113.49,115.57,90613177.0,0.0,1.0,111.87305949773999,113.71042662632,111.50951626908999,113.55321874366001,90613177.0
86594,2016-09-16,AAPL,115.12,116.13,114.04,114.92,79886911.0,0.0,1.0,113.11107157368,114.10344633297,112.04991836573,112.91456172036001,79886911.0
87082,2016-09-19,AAPL,115.19,116.18,113.25,113.58,47023046.0,0.0,1.0,113.17985002235001,114.15257379629999,111.27370444510001,111.59794570308,47023046.0
87570,2016-09-20,AAPL,113.05,114.12,112.51,113.57,34514269.0,0.0,1.0,111.07719459177,112.12852230706001,110.54661798779,111.58812021042,34514269.0
88058,2016-09-21,AAPL,113.85,113.98899999999999,112.441,113.55,36003185.0,0.0,1.0,111.86323400507,111.99980835312999,110.47882208840001,111.56846922508001,36003185.0
88546,2016-09-22,AAPL,114.35,114.94,114.0,114.62,31073984.0,0.0,1.0,112.35450863838001,112.93421270568999,112.01061639506001,112.61979694037,31073984.0
89034,2016-09-23,AAPL,114.42,114.79,111.55,112.71,52481151.0,0.0,1.0,112.42328708705,112.7868303157,109.60337069184,110.74312784112,52481151.0
89522,2016-09-26,AAPL,111.64,113.39,111.55,112.88,29869442.0,0.0,1.0,109.69180012583,111.41126134241999,109.60337069184,110.91016121645,29869442.0
90010,2016-09-27,AAPL,113.0,113.18,112.34,113.09,24607412.0,0.0,1.0,111.02806712844,111.20492599642999,110.37958461247,111.11649656243999,24607412.0
90498,2016-09-28,AAPL,113.69,114.64,113.43,113.95,29641085.0,0.0,1.0,111.70602612241001,112.6394479257,111.45056331308999,111.96148893173,29641085.0
90986,2016-09-29,AAPL,113.16,113.8,111.8,112.18,35886990.0,0.0,1.0,111.1852750111,111.81410654174,109.84900800849,110.22237672981001,35886990.0
91474,2016-09-30,AAPL,112.46,113.37,111.8,113.05,36379106.0,0.0,1.0,110.49749052446,111.39161035709,109.84900800849,111.07719459177,36379106.0
91962,2016-10-03,AAPL,112.71,113.05,112.28,112.52,21701760.0,0.0,1.0,110.74312784112,111.07719459177,110.32063165647,110.55644348046002,21701760.0
92450,2016-10-04,AAPL,113.06,114.31,112.63,113.0,29736835.0,0.0,1.0,111.08702008443998,112.31520666771999,110.66452389978998,111.02806712844,29736835.0
92938,2016-10-05,AAPL,113.4,113.66,112.69,113.05,21453089.0,0.0,1.0,111.42108683509,111.67654964441002,110.72347685578998,111.07719459177,21453089.0
93426,2016-10-06,AAPL,113.7,114.34,113.13,113.89,28779313.0,0.0,1.0,111.71585161508001,112.34468314571998,111.1557985331,111.90253597573,28779313.0
93914,2016-10-07,AAPL,114.31,114.56,113.51,114.06,24358443.0,0.0,1.0,112.31520666771999,112.56084398437001,111.52916725441999,112.06956935106001,24358443.0
94402,2016-10-10,AAPL,115.02,116.75,114.72,116.05,36235956.0,0.0,1.0,113.01281664702,114.71262687828,112.71805186702998,114.02484239164,36235956.0
94890,2016-10-11,AAPL,117.7,118.69,116.2,116.3,64041043.0,0.0,1.0,115.64604868157,116.61877245553002,114.17222478163,114.2704797083,64041043.0
95378,2016-10-12,AAPL,117.35,117.98,116.75,117.34,37586787.0,0.0,1.0,115.30215643825001,115.92116247621999,114.71262687828,115.29233094558998,37586787.0
95866,2016-10-13,AAPL,116.79,117.44,115.72,116.98,35192406.0,0.0,1.0,114.75192884894,115.39058587225,113.70060113366002,114.93861320959999,35192406.0
96354,2016-10-14,AAPL,117.88,118.17,117.13,117.63,35652191.0,0.0,1.0,115.82290754956001,116.10784683688,115.08599559958999,115.57727023291001,35652191.0
96842,2016-10-17,AAPL,117.33,117.84,116.78,117.55,23624896.0,0.0,1.0,115.28250545291999,115.7836055789,114.74210335628,115.49866629158001,23624896.0
97330,2016-10-18,AAPL,118.18,118.21,117.45,117.47,24553478.0,0.0,1.0,116.11767232955,116.14714880755,115.40041136491001,115.42006235024999,24553478.0
97818,2016-10-19,AAPL,117.25,117.76,113.8,117.12,20034594.0,0.0,1.0,115.20390151158999,115.70500163757,111.81410654174,115.07617010693001,20034594.0
98306,2016-10-20,AAPL,116.86,117.38,116.33,117.06,24125801.0,0.0,1.0,114.82070729761001,115.33163291625,114.2999561863,115.01721715093001,24125801.0
98794,2016-10-21,AAPL,116.81,116.91,116.28,116.6,23192665.0,0.0,1.0,114.77157983428002,114.86983476094,114.25082872296001,114.56524448828002,23192665.0
99282,2016-10-24,AAPL,117.1,117.74,117.0,117.65,23538673.0,0.0,1.0,115.0565191216,115.68535065223,114.95826419493,115.59692121824,23538673.0
99770,2016-10-25,AAPL,117.95,118.36,117.31,118.25,48128970.0,0.0,1.0,115.89168599823,116.29453119754,115.26285446758999,116.18645077821002,48128970.0
100258,2016-10-26,AAPL,114.31,115.7,113.31,115.59,66134219.0,0.0,1.0,112.31520666771999,113.68095014832,111.33265740108999,113.57286972898999,66134219.0
100746,2016-10-27,AAPL,115.39,115.86,114.1,114.48,34562045.0,0.0,1.0,113.37635987566999,113.83815803098,112.10887132173,112.48224004304,34562045.0
101234,2016-10-28,AAPL,113.87,115.21,113.45,113.72,37861662.0,0.0,1.0,111.88288499040002,113.19950100768,111.47021429841999,111.73550260041,37861662.0
101722,2016-10-31,AAPL,113.65,114.23,113.2,113.54,26419398.0,0.0,1.0,111.66672415174999,112.23660272639,111.22457698176001,111.55864373241998,26419398.0
102210,2016-11-01,AAPL,113.46,113.77,110.53,111.49,43825812.0,0.0,1.0,111.48003979109,111.78463006373998,108.60117043988001,109.54441773584,43825812.0
102698,2016-11-02,AAPL,111.4,112.35,111.23,111.59,28331709.0,0.0,1.0,109.45598830184,110.38941010513001,109.28895492652,109.6426726625,28331709.0
103186,2016-11-03,AAPL,110.98,111.46,109.55,109.83,26932602.0,0.57,1.0,109.60923485504,110.08330615373998,108.19689744431,108.47343903522,26932602.0
103674,2016-11-04,AAPL,108.53,110.25,108.11,108.84,30836997.0,0.0,1.0,107.18949593456,108.88825142159,106.77468354819,107.49566698164,30836997.0
104162,2016-11-07,AAPL,110.08,110.51,109.46,110.41,32560000.0,0.0,1.0,108.72035116996,109.14504004172,108.1080090758,109.04627518782,32560000.0
104650,2016-11-08,AAPL,110.31,111.72,109.7,111.06,24254179.0,0.0,1.0,108.94751033393,110.34009477388001,108.34504472514999,109.68824673815,24254179.0
105138,2016-11-09,AAPL,109.88,111.32,108.05,110.88,59176361.0,0.0,1.0,108.52282146216999,109.94503535829,106.71542463584998,109.51047000114,59176361.0
105626,2016-11-10,AAPL,111.09,111.09,105.83,107.79,57134541.0,0.0,1.0,109.71787619432,109.71787619432,104.52284487933001,106.45863601571999,57134541.0
106114,2016-11-11,AAPL,106.92,108.87,106.55,108.43,34143898.0,0.0,1.0,105.59938178681,107.52529643781,105.23395182739,107.09073108066,34143898.0
106602,2016-11-14,AAPL,107.32,107.809,104.08,105.71,51175504.0,0.0,1.0,105.9944412024,106.47740133795999,102.79445993613001,104.40432705466,51175504.0
107090,2016-11-15,AAPL,106.57,107.68,106.1593,107.11,32264510.0,0.0,1.0,105.25370479816999,106.34999467643,104.84807754321999,105.78703500921999,32264510.0
107578,2016-11-16,AAPL,106.7,110.23,106.6,109.99,58840522.0,0.0,1.0,105.38209910824,108.86849845081,105.28333425434,108.63146280145,58840522.0
108066,2016-11-17,AAPL,109.81,110.35,108.83,109.95,27632003.0,0.0,1.0,108.45368606444,108.98701627548,107.48579049625,108.5919568599,27632003.0
108554,2016-11-18,AAPL,109.72,110.54,109.66,110.06,28428917.0,0.0,1.0,108.36479769593001,109.17466949789,108.30553878359001,108.70059819918,28428917.0
109042,2016-11-21,AAPL,110.12,111.99,110.01,111.73,29264571.0,0.0,1.0,108.75985711152,110.6067598794,108.65121577222999,110.34997125926,29264571.0
109530,2016-11-22,AAPL,111.95,112.42,111.4,111.8,25965534.0,0.0,1.0,110.56725393783998,111.03144875115,110.0240472414,110.41910665699,25965534.0
110018,2016-11-23,AAPL,111.36,111.51,110.33,111.23,27426394.0,0.0,1.0,109.98454129985001,110.13268858068999,108.9672633047,109.85614698978,27426394.0
110506,2016-11-25,AAPL,111.13,111.87,110.95,111.79,11475922.0,0.0,1.0,109.75738213588001,110.48824205472,109.57960539886999,110.4092301716,11475922.0
110994,2016-11-28,AAPL,111.43,112.465,111.39,111.57,27193983.0,0.0,1.0,110.05367669757,111.07589293541001,110.01417075601002,110.19194749303001,27193983.0
111482,2016-11-29,AAPL,110.78,112.03,110.07,111.46,28528750.0,0.0,1.0,109.41170514724001,110.64626582096001,108.71047468456999,110.08330615373998,28528750.0
111970,2016-11-30,AAPL,111.56,112.2,110.27,110.52,36162258.0,0.0,1.0,110.18207100764,110.81416607258001,108.90800439236999,109.15491652711,36162258.0
112458,2016-12-01,AAPL,110.365,110.94,109.03,109.49,37086862.0,0.0,1.0,109.00183100357,109.56972891347999,107.68332020403999,108.13763853196998,37086862.0
112946,2016-12-02,AAPL,109.17,110.09,108.85,109.9,26527997.0,0.0,1.0,107.8215909995,108.73022765534999,107.50554346703001,108.54257443295,26527997.0
113434,2016-12-05,AAPL,110.0,110.03,108.25,109.11,34324540.0,0.0,1.0,108.64133928684,108.67096874301001,106.91295434364001,107.76233208715999,34324540.0
113922,2016-12-06,AAPL,109.5,110.36,109.19,109.95,26195462.0,0.0,1.0,108.14751501736,108.99689276087,107.84134397028,108.5919568599,26195462.0
114410,2016-12-07,AAPL,109.26,111.19,109.16,111.03,29998719.0,0.0,1.0,107.91047936801,109.81664104821999,107.81171451411,109.65861728198,29998719.0
114898,2016-12-08,AAPL,110.86,112.43,110.6,112.12,27068316.0,0.0,1.0,109.49071703035999,111.04132523653999,109.23392841023,110.73515418946,27068316.0
115386,2016-12-09,AAPL,112.31,114.7,112.31,113.95,34402627.0,0.0,1.0,110.92280741187,113.28328742001001,110.92280741187,112.54255101578,34402627.0
115874,2016-12-12,AAPL,113.29,115.0,112.49,113.3,26374377.0,0.0,1.0,111.89070298006,113.5795819817,111.10058414888,111.90057946545,26374377.0
116362,2016-12-13,AAPL,113.84,115.92,113.75,115.19,43733811.0,0.0,1.0,112.43390967648999,114.48821863754999,112.34502130799,113.76723520411001,43733811.0
116850,2016-12-14,AAPL,115.04,116.2,114.98,115.19,34031834.0,0.0,1.0,113.61908792326,114.76476022847,113.55982901091998,113.76723520411001,34031834.0
117338,2016-12-15,AAPL,115.38,116.73,115.23,115.82,46524544.0,0.0,1.0,113.95488842651001,115.28821395411998,113.80674114566001,114.38945378366002,46524544.0
117826,2016-12-16,AAPL,116.47,116.5,115.645,115.97,44351134.0,0.0,1.0,115.03142533398999,115.06105479016001,114.21661528933998,114.53760106450001,44351134.0
118314,2016-12-19,AAPL,115.8,117.38,115.75,116.64,27779423.0,0.0,1.0,114.36970081288,115.93018550445,114.32031838593001,115.19932558561001,27779423.0
118802,2016-12-20,AAPL,116.74,117.5,116.68,116.95,21424965.0,0.0,1.0,115.29809043951,116.04870332913,115.23883152716999,115.50549663269,21424965.0
119290,2016-12-21,AAPL,116.8,117.4,116.78,117.06,23783165.0,0.0,1.0,115.35734935184999,115.94993847523001,115.33759638107,115.61413797198,23783165.0
119778,2016-12-22,AAPL,116.35,116.51,115.64,116.29,26085854.0,0.0,1.0,114.91290750931002,115.07093127555001,114.21167704663999,114.85364859696999,26085854.0
120266,2016-12-23,AAPL,115.59,116.52,115.59,116.52,14249484.0,0.0,1.0,114.16229461969,115.08080776094,114.16229461969,115.08080776094,14249484.0
120754,2016-12-27,AAPL,116.52,117.8,116.49,117.26,18296855.0,0.0,1.0,115.08080776094,116.34499789081998,115.05117830476999,115.81166767978,18296855.0
121242,2016-12-28,AAPL,117.52,118.0166,116.2,116.76,20905892.0,0.0,1.0,116.06845629991001,116.55892256436,114.76476022847,115.31784341029,20905892.0
121730,2016-12-29,AAPL,116.45,117.1095,116.4,116.73,15039519.0,0.0,1.0,115.01167236321001,115.66302657466001,114.96228993626,115.28821395411998,15039519.0
122218,2016-12-30,AAPL,116.65,117.2,115.43,115.82,30586265.0,0.0,1.0,115.209202071,115.75240876743999,114.00427085346001,114.38945378366002,30586265.0
